"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
"2022","NC","North Carolina","Gates","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","59.9",,,"55.9","63.9","10,383","8,389","37073","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-76.7006756971434 36.4450179921853)"
"2022","NC","North Carolina","Catawba","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.4",,,"73.6","81.0","163,462","128,493","37035","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-81.2149250535504 35.6622179779733)"
"2022","NC","North Carolina","Onslow","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","20.6",,,"17.3","24.2","207,298","156,300","37133","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-77.4275153859824 34.7305699378555)"
"2022","NC","North Carolina","Orange","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","6.3",,,"5.6","7.0","150,477","122,960","37135","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Nash","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","28.8",,,"28.3","29.2","95,789","74,919","37127","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-77.9860103790339 35.9677050225842)"
"2022","NC","North Carolina","Haywood","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","9.6",,,"8.4","11.0","62,609","51,693","37087","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-82.9820402617006 35.5556752243833)"
"2022","NC","North Carolina","Davidson","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","16.0",,,"14.1","18.4","172,586","135,652","37057","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking","POINT (-80.2126241733172 35.79334763177)"
"2021","NC","North Carolina","Pitt","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","32.2",,,"28.4","36.2","173,542","136,973","37147","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-77.374678818702 35.5934498276118)"
"2022","NC","North Carolina","Tyrrell","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","10.1",,,"8.8","11.4","3,365","2,644","37177","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-76.2078458813114 35.8180871559222)"
"2022","NC","North Carolina","Bertie","BRFSS","Disability","Any disability among adults","%","Crude prevalence","42.1",,,"37.5","46.8","17,240","14,342","37015","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-76.9765261847155 36.066157443707)"
"2021","NC","North Carolina","Alleghany","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","61.1",,,"55.8","66.3","11,185","9,346","37005","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-81.1272787621881 36.4916227409052)"
"2022","NC","North Carolina","Clay","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","14.6",,,"13.1","16.3","11,614","9,847","37043","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-83.7497979844905 35.0571247338988)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","7.6",,,"6.9","8.3","42,138","32,110","37181","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Wake","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","9.0",,,"8.0","10.2","1,175,021","908,531","37183","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-78.6503446201168 35.7900594036584)"
"2022","NC","North Carolina","Henderson","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","4.7",,,"4.2","5.1","118,106","96,745","37089","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-82.4800088797413 35.336054724191)"
"2022","NC","North Carolina","Ashe","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence","72.7",,,"64.1","80.3","27,110","22,615","37009","PREVENT","MAMMOUSE","AgeAdjPrv","Mammography","POINT (-81.5005505989795 36.4341479679829)"
"2021","NC","North Carolina","Person","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","34.3",,,"30.1","38.7","39,386","31,351","37145","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Ashe","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","15.0",,,"13.4","16.7","27,110","22,615","37009","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Rowan","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Age-adjusted prevalence","18.8",,,"15.1","22.7","149,645","117,165","37159","HLTHOUT","TEETHLOST","AgeAdjPrv","All Teeth Lost","POINT (-80.5247968376348 35.639349134151)"
"2022","NC","North Carolina","Duplin","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","10.9",,,"9.9","12.0","48,990","37,227","37061","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-77.9328634793398 34.9363853110288)"
"2022","NC","North Carolina","Rowan","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","28.3",,,"27.8","28.8","149,645","117,165","37159","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-80.5247968376348 35.639349134151)"
"2022","NC","North Carolina","Johnston","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","22.9",,,"19.6","26.4","234,778","177,552","37101","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-78.365753932271 35.5179210737528)"
"2022","NC","North Carolina","Camden","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","7.1",,,"6.2","8.1","11,088","8,570","37029","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Lenoir","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","25.3",,,"22.6","28.1","54,633","42,248","37107","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-77.6409595927808 35.2387324403638)"
"2022","NC","North Carolina","Washington","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","40.4",,,"32.0","49.1","10,828","8,655","37187","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Rockingham","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","8.6",,,"7.7","9.6","91,957","73,468","37157","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-79.7749885459399 36.3960168778977)"
"2022","NC","North Carolina","Washington","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","17.1",,,"15.3","19.0","10,828","8,655","37187","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","5.5",,,"5.0","5.9","42,138","32,110","37181","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Hertford","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","15.8",,,"14.5","17.4","20,875","17,171","37091","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-76.9818607276757 36.3588871196747)"
"2022","NC","North Carolina","Yancey","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.7",,,"4.3","5.2","18,811","15,489","37199","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-82.30769414617 35.8991764909611)"
"2022","NC","North Carolina","Lenoir","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","21.4",,,"19.0","23.8","54,633","42,248","37107","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-77.6409595927808 35.2387324403638)"
"2022","NC","North Carolina","Henderson","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","20.7",,,"17.3","24.7","118,106","96,745","37089","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-82.4800088797413 35.336054724191)"
"2022","NC","North Carolina","Hertford","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","15.1",,,"13.5","17.0","20,875","17,171","37091","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-76.9818607276757 36.3588871196747)"
"2022","NC","North Carolina","Person","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","32.3",,,"30.5","34.2","39,386","31,351","37145","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Wilkes","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.2",,,"6.5","8.1","65,784","52,904","37193","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-81.1632504740295 36.2059050717718)"
"2022","NC","North Carolina","Pamlico","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","13.4",,,"11.7","15.1","12,381","10,671","37137","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-76.7287126546537 35.1471252533281)"
"2022","NC","North Carolina","Yadkin","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.3",,,"73.3","81.0","37,463","29,910","37197","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-80.6651545675768 36.1601990907039)"
"2022","NC","North Carolina","Cherokee","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","10.6",,,"9.2","12.2","29,512","24,916","37039","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-84.0637476312268 35.1337276354312)"
"2022","NC","North Carolina","Vance","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.0",,,"6.2","7.8","42,138","32,110","37181","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Macon","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","14.7",,,"13.1","16.7","38,065","31,219","37113","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Polk","BRFSS","Disability","Any disability among adults","%","Crude prevalence","30.3",,,"26.3","34.5","19,986","16,898","37149","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-82.170181353608 35.2792484455477)"
"2022","NC","North Carolina","Warren","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","11.7",,,"10.5","12.9","18,713","15,455","37185","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Johnston","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","3.8",,,"3.5","4.1","234,778","177,552","37101","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-78.365753932271 35.5179210737528)"
"2022","NC","North Carolina","Beaufort","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","9.4",,,"8.4","10.5","44,272","35,727","37013","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-76.8589373781447 35.4941226525086)"
"2022","NC","North Carolina","Jones","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","35.0",,,"34.4","35.7","9,233","7,545","37103","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-77.3548950478113 35.0214417782855)"
"2022","NC","North Carolina","Randolph","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","76.6",,,"72.5","80.3","146,043","113,982","37151","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-79.8059275016308 35.7103579095623)"
"2021","NC","North Carolina","Madison","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","38.2",,,"33.4","42.9","21,768","18,131","37115","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-82.7057879444013 35.8579929239928)"
"2022","NC","North Carolina","New Hanover","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence","79.5",,,"72.9","85.3","234,921","194,120","37129","PREVENT","MAMMOUSE","AgeAdjPrv","Mammography","POINT (-77.8842723951621 34.2328162979962)"
"2022","NC","North Carolina","Rutherford","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","16.5",,,"14.4","18.9","64,963","52,036","37161","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-81.9203691777493 35.4025792890745)"
"2021","NC","North Carolina","Pasquotank","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","30.3",,,"25.8","35.2","40,938","32,327","37139","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-76.2844399122087 36.2952169111293)"
"2022","NC","North Carolina","Lee","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","17.3",,,"14.1","20.9","65,476","50,217","37105","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-79.1714912683052 35.4750989187809)"
"2022","NC","North Carolina","Rutherford","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","25.9",,,"21.8","30.3","64,963","52,036","37161","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-81.9203691777493 35.4025792890745)"
"2021","NC","North Carolina","Ashe","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","32.1",,,"27.5","36.9","27,110","22,615","37009","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Franklin","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.2",,,"72.1","80.0","74,539","58,589","37069","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-78.2855965915324 36.0827093866128)"
"2021","NC","North Carolina","Clay","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","85.4",,,"82.8","87.8","11,614","9,847","37043","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-83.7497979844905 35.0571247338988)"
"2022","NC","North Carolina","Pasquotank","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","22.0",,,"18.4","25.9","40,938","32,327","37139","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-76.2844399122087 36.2952169111293)"
"2022","NC","North Carolina","Randolph","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","15.1",,,"13.4","16.9","146,043","113,982","37151","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-79.8059275016308 35.7103579095623)"
"2021","NC","North Carolina","Macon","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","83.9",,,"81.0","86.6","38,065","31,219","37113","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Vance","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","41.0",,,"33.5","48.9","42,138","32,110","37181","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Alexander","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","15.3",,,"13.7","17.2","36,512","29,357","37003","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-81.1770332718611 35.9204725331462)"
"2022","NC","North Carolina","Ashe","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","17.1",,,"15.1","19.3","27,110","22,615","37009","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Johnston","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.2",,,"6.4","8.1","234,778","177,552","37101","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-78.365753932271 35.5179210737528)"
"2022","NC","North Carolina","Ashe","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.9",,,"8.7","11.3","27,110","22,615","37009","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Watauga","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","16.7",,,"14.9","18.6","55,089","48,616","37189","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-81.6965516146841 36.2310171963868)"
"2022","NC","North Carolina","Camden","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","28.8",,,"28.1","29.5","11,088","8,570","37029","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Beaufort","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","19.9",,,"17.7","22.4","44,272","35,727","37013","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-76.8589373781447 35.4941226525086)"
"2022","NC","North Carolina","Iredell","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","7.5",,,"6.7","8.3","195,897","152,777","37097","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-80.8731910815794 35.8070107330188)"
"2022","NC","North Carolina","Gaston","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","6.9",,,"6.2","7.7","234,215","182,451","37071","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-81.1801972591213 35.2943611535336)"
"2022","NC","North Carolina","Warren","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","15.1",,,"12.0","18.4","18,713","15,455","37185","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Wayne","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","8.3",,,"7.3","9.3","117,286","89,675","37191","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-78.0039504800588 35.3637958601789)"
"2022","NC","North Carolina","Orange","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","7.5",,,"6.0","9.3","150,477","122,960","37135","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Rutherford","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","56.8",,,"52.8","60.7","64,963","52,036","37161","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-81.9203691777493 35.4025792890745)"
"2022","NC","North Carolina","Halifax","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","10.0",,,"9.0","11.2","47,848","37,624","37083","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-77.6516450517141 36.257829844498)"
"2022","NC","North Carolina","Brunswick","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","75.2",,,"70.6","79.2","153,064","131,836","37019","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening","POINT (-78.2376597098153 34.0703788434431)"
"2022","NC","North Carolina","Mecklenburg","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","15.5",,,"13.5","17.6","1,145,392","888,818","37119","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-80.8328001765676 35.2467186870894)"
"2022","NC","North Carolina","Alexander","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","16.2",,,"14.5","18.0","36,512","29,357","37003","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-81.1770332718611 35.9204725331462)"
"2022","NC","North Carolina","Granville","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","31.6",,,"27.2","36.5","61,903","49,520","37077","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-78.6528560993089 36.3038620044075)"
"2022","NC","North Carolina","Catawba","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","9.9",,,"8.7","11.3","163,462","128,493","37035","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-81.2149250535504 35.6622179779733)"
"2022","NC","North Carolina","Rutherford","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","34.3",,,"27.9","41.2","64,963","52,036","37161","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-81.9203691777493 35.4025792890745)"
"2022","NC","North Carolina","Davie","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","11.1",,,"9.9","12.5","44,090","35,045","37059","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-80.5445531639191 35.9288732524121)"
"2022","NC","North Carolina","Watauga","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","15.6",,,"12.8","18.9","55,089","48,616","37189","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-81.6965516146841 36.2310171963868)"
"2022","NC","North Carolina","Rockingham","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","25.7",,,"21.6","29.9","91,957","73,468","37157","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-79.7749885459399 36.3960168778977)"
"2022","NC","North Carolina","Washington","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","27.0",,,"23.4","30.5","10,828","8,655","37187","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Bladen","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","16.3",,,"14.6","18.2","29,446","23,540","37017","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-78.5631528118713 34.6142975484762)"
"2022","NC","North Carolina","Franklin","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","18.2",,,"14.8","22.0","74,539","58,589","37069","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-78.2855965915324 36.0827093866128)"
"2022","NC","North Carolina","Greene","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","8.8",,,"7.8","9.9","20,211","16,362","37079","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-77.6758039116837 35.4849054091072)"
"2022","NC","North Carolina","Jones","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","9.8",,,"8.6","10.8","9,233","7,545","37103","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-77.3548950478113 35.0214417782855)"
"2022","NC","North Carolina","Guilford","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","11.0",,,"9.6","12.7","546,101","427,983","37081","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-79.7889017999481 36.079488692501)"
"2022","NC","North Carolina","Madison","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","9.8",,,"8.3","11.3","21,768","18,131","37115","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-82.7057879444013 35.8579929239928)"
"2022","NC","North Carolina","Pasquotank","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","15.1",,,"13.4","16.9","40,938","32,327","37139","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-76.2844399122087 36.2952169111293)"
"2022","NC","North Carolina","Gates","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","9.1",,,"8.0","10.4","10,383","8,389","37073","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-76.7006756971434 36.4450179921853)"
"2022","NC","North Carolina","Moore","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","23.6",,,"20.4","26.7","105,531","82,726","37125","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-79.4810833853778 35.3107524292018)"
"2022","NC","North Carolina","Richmond","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","54.9",,,"50.8","58.8","42,778","32,808","37153","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-79.7480501194479 35.0059731618643)"
"2021","NC","North Carolina","Davidson","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","60.7",,,"55.7","65.4","172,586","135,652","37057","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-80.2126241733172 35.79334763177)"
"2022","NC","North Carolina","Pender","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","6.2",,,"5.5","6.9","65,737","51,154","37141","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-77.9052662106959 34.5249111261759)"
"2022","NC","North Carolina","Cumberland","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","78.6",,,"74.8","81.9","336,699","252,559","37051","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-78.8276708613151 35.0486561560424)"
"2022","NC","North Carolina","Chowan","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence","30.6",,,"25.1","36.8","13,940","11,202","37041","SOCLNEED","ISOLATION","CrdPrv","Social Isolation","POINT (-76.6081998621462 36.1488065523219)"
"2022","NC","North Carolina","Beaufort","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","6.3",,,"5.7","7.0","44,272","35,727","37013","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-76.8589373781447 35.4941226525086)"
"2022","NC","North Carolina","Person","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","9.5",,,"8.4","10.6","39,386","31,351","37145","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Pasquotank","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","5.9",,,"5.3","6.6","40,938","32,327","37139","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.2844399122087 36.2952169111293)"
"2021","NC","North Carolina","Lincoln","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","59.2",,,"54.2","64.1","93,095","74,084","37109","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-81.2240721915513 35.4855553677493)"
